Module	Gene1	Gene2
M3	MPPED1	EGFL7
M3	MPPED1	GNAL
M3	MPPED1	ATXN7L3
M3	MPPED1	ELF2
M3	MPPED1	CREB3
M3	MPPED1	VPS29
M3	MPPED1	C16orf52
M3	MPPED1	GBP4
M3	MPPED1	BICD1
M3	MPPED1	ZC3H14
M3	MPPED1	HSF1
M3	MPPED1	PHF8
M3	MPPED1	TEFM
M3	MPPED1	APOBEC3D
M3	MPPED1	IKZF1
M3	MPPED1	FLT3
M3	MPPED1	WDR43
M3	MPPED1	TBC1D5
M3	MPPED1	GMPPB
M3	MPPED1	TNFRSF9
M3	MPPED1	LHPP
M3	MPPED1	SSH1
M3	MPPED1	TMEM201
M3	MPPED1	RAD1
M3	MPPED1	SIN3A
M3	MPPED1	CARD14
M3	MPPED1	MC4R
M3	MPPED1	LY86
M3	MPPED1	FAM13B
M3	MPPED1	NAA38
M3	MPPED1	PRCC
M3	MPPED1	RNF169
M3	MPPED1	PDZD2
M3	MPPED1	ZNF830
M3	MPPED1	PHF1
M3	MPPED1	RAB11FIP2
M3	MPPED1	NEURL
M3	MPPED1	KRT83
M3	MPPED1	PPP2R2C
M3	MPPED1	SUCO
M3	MPPED1	ANAPC11
M3	MPPED1	PEX11G
M3	MPPED1	CDH16
M3	MPPED1	GYS1
M3	MPPED1	ST8SIA6
M3	MPPED1	FAM122C
M3	MPPED1	HPR
M3	MPPED1	PDCD5
M3	MPPED1	CCDC137
M3	MPPED1	COMMD8
M3	MPPED1	RFC3
M3	MPPED1	CYP4F11
M3	MPPED1	TBC1D17
M3	MPPED1	TMEFF2
M3	MPPED1	NR5A1
M3	MPPED1	ZBED6CL
M3	MPPED1	TXNDC9
M3	MPPED1	RWDD2B
M3	MPPED1	KIAA1549L
M3	MPPED1	GAK
M3	MPPED1	PCDHA11
M3	MPPED1	MCCC1
M3	MPPED1	CHAMP1
M3	MPPED1	ESRP1
M3	MPPED1	FBXO18
M3	MPPED1	SUDS3
M3	MPPED1	MTNR1A
M3	MPPED1	FKBP6
M3	MPPED1	KRT5
M3	MPPED1	ZEB2
M3	MPPED1	NPLOC4
M3	MPPED1	FAF1
M3	MPPED1	NHP2
M3	MPPED1	SHMT1
M3	MPPED1	RP2
M3	MPPED1	EXOSC8
M3	MPPED1	KRT26
M3	MPPED1	ALG8
M3	MPPED1	MTX1
M3	MPPED1	ZNF467
M3	MPPED1	ZMYND10
M3	MPPED1	IL4
M3	MPPED1	NPHS1
M3	MPPED1	ZKSCAN3
M3	MPPED1	BET1
M3	MPPED1	AFF4
M3	MPPED1	COPS4
M3	MPPED1	RBPMS2
M3	MPPED1	COG1
M3	MPPED1	VAMP5
M3	MPPED1	GHITM
M3	MPPED1	PDDC1
M3	MPPED1	SLCO2A1
M3	MPPED1	CTAGE5
M3	MPPED1	GOSR1
M3	MPPED1	RAD54L2
M3	MPPED1	TAF1C
M3	MPPED1	HLA-DMB
M3	MPPED1	FBXL3
M3	MPPED1	METTL2A
M3	MPPED1	CCDC15
M3	MPPED1	APAF1
M3	MPPED1	ITIH1
M3	MPPED1	C10orf54
M3	MPPED1	ZNF335
M3	MPPED1	EIF3M
M3	MPPED1	TRAIP
M3	MPPED1	GAN
M3	MPPED1	KCNA4
M3	MPPED1	APOA1BP
M3	MPPED1	RBM24
M3	MPPED1	DNAJC18
M3	MPPED1	ATP1A2
M3	MPPED1	MARCH5
M3	MPPED1	SCAND1
M3	MPPED1	NSMCE1
M3	MPPED1	PRAMEF16
M3	MPPED1	BCOR
M3	MPPED1	LRRIQ3
M3	MPPED1	FOXL2
M3	MPPED1	PLEKHH3
M3	MPPED1	PAG1
M3	MPPED1	CPSF7
M3	MPPED1	PHACTR1
M3	MPPED1	CCDC181
M3	MPPED1	TCEAL5
M3	MPPED1	BCKDK
M3	MPPED1	TCTEX1D2
M3	MPPED1	RBMX2
M3	MPPED1	TTBK1
M3	MPPED1	NOP56
M3	MPPED1	TUSC3
M3	MPPED1	PTP4A3
M3	MPPED1	GPRASP1
M3	MPPED1	PRL
M3	MPPED1	SMC5
M3	MPPED1	NME5
M3	MPPED1	KREMEN2
M3	MPPED1	USP20
M3	MPPED1	USP5
M3	MPPED1	RAD51
M3	MPPED1	CFL1
M3	MPPED1	CDH9
M3	MPPED1	SMOC1
M3	MPPED1	TDRKH
M3	MPPED1	SPPL2A
M3	MPPED1	EFCAB2
M3	MPPED1	DNTT
M3	MPPED1	PBDC1
M3	MPPED1	PNISR
M3	MPPED1	SEC24B
M3	MPPED1	ATP2B2
M3	MPPED1	CEACAM6
M3	MPPED1	GPX1
M3	MPPED1	FAM195B
M3	MPPED1	MSX2
M3	MPPED1	FAM127B
M3	MPPED1	HSPB8
M3	MPPED1	TRIM50
M3	MPPED1	C18orf54
M3	MPPED1	TOMM22
M3	MPPED1	CALML6
M3	MPPED1	DMBT1
M3	MPPED1	TIMM17B
M3	MPPED1	FBXL14
M3	MPPED1	RAB3IL1
M3	MPPED1	COL11A1
M3	MPPED1	KIAA1671
M3	MPPED1	EPG5
M3	MPPED1	OSBPL2
M3	MPPED1	SERPINB10
M3	MPPED1	ANXA4
M3	MPPED1	SNW1
M3	MPPED1	TGFBR2
M3	MPPED1	MBNL3
M3	MPPED1	DPP4
M3	MPPED1	SYTL2
M3	MPPED1	WNT9B
M3	MPPED1	HNRNPA0
M3	MPPED1	SERPINE2
M3	MPPED1	MGA
M3	MPPED1	PLEKHB1
M3	MPPED1	HPCAL4
M3	MPPED1	MRPS15
M3	MPPED1	NISCH
M3	MPPED1	SETD2
M3	MPPED1	SCAF8
M3	MPPED1	NPTXR
M3	MPPED1	BRMS1
M3	MPPED1	UGT2B7
M3	MPPED1	HAS2
M3	MPPED1	G6PD
M3	MPPED1	TMEM123
M3	MPPED1	SMPD2
M3	MPPED1	ZBTB5
M3	MPPED1	NDUFA5
M3	MPPED1	ACAA2
M3	MPPED1	TCEA2
M3	MPPED1	HCK
M3	MPPED1	AMFR
M3	MPPED1	ATP8B2
M3	MPPED1	CTPS2
M3	MPPED1	FAM46A
M3	MPPED1	CD5
M3	MPPED1	ELFN2
M3	MPPED1	MOCS2
M3	MPPED1	ALG14
M3	MPPED1	CIB1
M3	MPPED1	TXNIP
M3	MPPED1	SLC26A6
M3	MPPED1	SPIN2B
M3	MPPED1	NUMB
M3	MPPED1	UBL7
M3	MPPED1	SLC12A6
M3	MPPED1	BHMT2
M3	MPPED1	UBE2F
M3	MPPED1	DDX6
M3	MPPED1	MMP2
M3	MPPED1	GATC
M3	MPPED1	NOP2
M3	MPPED1	LIME1
M3	MPPED1	AREG
M3	MPPED1	PRRG2
M3	MPPED1	FOXK1
M3	MPPED1	ATM
M3	MPPED1	NUDT15
M3	MPPED1	SUPT5H
M3	MPPED1	SH3D21
M3	MPPED1	ANKIB1
M3	MPPED1	LPCAT4
M3	MPPED1	NRP1
M3	MPPED1	MBD1
M3	MPPED1	TNFRSF21
M3	MPPED1	URGCP
M3	MPPED1	CBR4
M3	MPPED1	SCNN1A
M3	MPPED1	CHN1
M3	MPPED1	SEC62
M3	MPPED1	TXNDC15
M3	MPPED1	AVPR1B
M3	MPPED1	RFC5
M3	MPPED1	LRP6
M3	MPPED1	SPG20
M3	MPPED1	LACTB
M3	MPPED1	GPD1
M3	MPPED1	AIG1
M3	MPPED1	TRIM45
M3	MPPED1	ZRSR2
M3	MPPED1	RPL5
M3	MPPED1	ACTG2
M3	MPPED1	CST11
M3	MPPED1	TGM1
M3	MPPED1	CCDC97
M3	MPPED1	FKBP1B
M3	MPPED1	SREK1
M3	MPPED1	CDK7
M3	MPPED1	PRPH
M3	MPPED1	AJAP1
M3	MPPED1	DSTYK
M3	MPPED1	MED7
M3	MPPED1	DDT
M3	MPPED1	FMNL3
M3	MPPED1	BUD13
M3	MPPED1	CEND1
M3	MPPED1	NPRL2
M3	MPPED1	TADA3
M3	MPPED1	HEXA
M3	MPPED1	ZSCAN1
M3	MPPED1	RAB40AL
M3	MPPED1	LPPR3
M3	MPPED1	SYDE2
M3	MPPED1	EGFL8
M3	MPPED1	C10orf35
M3	MPPED1	MED10
M3	MPPED1	RHOA
M3	MPPED1	RPRD1A
M3	MPPED1	ACACB
M3	MPPED1	CSH1
M3	MPPED1	MVB12B
M3	MPPED1	EFCAB6
M3	MPPED1	SFSWAP
M3	MPPED1	LAMB1
M3	MPPED1	SLC43A2
M3	MPPED1	ZNF30
M3	MPPED1	GLE1
M3	MPPED1	WARS
M3	MPPED1	SDPR
M3	MPPED1	BRCC3
M3	MPPED1	NEK3
M3	MPPED1	TRAF3IP3
M3	MPPED1	SLC22A11
M3	MPPED1	MRPS27
M3	MPPED1	AQP2
M3	MPPED1	SLC12A3
M3	MPPED1	PIR
M3	MPPED1	CGGBP1
M3	MPPED1	MRPS6
M3	MPPED1	SLC25A31
M3	MPPED1	ACADS
M3	MPPED1	ERRFI1
M3	MPPED1	SEMA5B
M3	MPPED1	TSSK1B
M3	MPPED1	RXFP4
M3	MPPED1	DNAJC19
M3	MPPED1	S100A3
M3	MPPED1	OSBPL10
M3	MPPED1	HIST1H2BI
M3	MPPED1	DNHD1
M3	MPPED1	TCF15
M3	MPPED1	TPTE2
M3	MPPED1	OSGEPL1
M3	MPPED1	ESCO1
M3	MPPED1	HP
M3	MPPED1	KDM8
M3	MPPED1	RBKS
M3	MPPED1	LAMTOR1
M3	MPPED1	TSC1
M3	MPPED1	HES6
M3	MPPED1	HERC1
M3	MPPED1	MKRN1
M3	MPPED1	STC2
M3	MPPED1	ANXA3
M3	MPPED1	FOXC1
M3	MPPED1	ZXDA
M3	MPPED1	GPM6B
M3	MPPED1	SYNC
M3	MPPED1	CRYZ
M3	MPPED1	USP53
M3	MPPED1	PDCD6IP
M3	MPPED1	BIRC6
M3	MPPED1	SCARB2
M3	MPPED1	RAB37
M3	MPPED1	SMG7
M3	MPPED1	PACSIN2
M3	MPPED1	KIAA0196
M3	MPPED1	CTNNB1
M3	MPPED1	BTG2
M3	MPPED1	DRD5
M3	MPPED1	KCNK10
M3	MPPED1	MED11
M3	MPPED1	ZDHHC13
M3	MPPED1	EPSTI1
M3	MPPED1	LRRC29
M3	MPPED1	OTOG
M3	MPPED1	OPRL1
M3	MPPED1	ZNF701
M3	MPPED1	TBX3
M3	MPPED1	GM2A
M3	MPPED1	CACTIN
M3	MPPED1	SLITRK4
M3	MPPED1	CD300LB
M3	MPPED1	TMEM147
M3	MPPED1	CCDC13
M3	MPPED1	CD79B
M3	MPPED1	PSMC1
M3	MPPED1	ACTL7A
M3	MPPED1	RNF214
M3	MPPED1	SLC25A21
M3	MPPED1	DTL
M3	MPPED1	ABHD17B
M3	MPPED1	ATP6V1C1
M3	MPPED1	CYP4V2
M3	MPPED1	PBX3
M3	MPPED1	TRIM37
M3	MPPED1	SLC5A1
M3	MPPED1	CSDC2
M3	MPPED1	CNPPD1
M3	MPPED1	CCR10
M3	MPPED1	HERPUD2
M3	MPPED1	CITED4
M3	MPPED1	CHMP1A
M3	MPPED1	CIC
M3	MPPED1	SLC2A6
M3	MPPED1	NUFIP2
M3	MPPED1	AKR1A1
M3	MPPED1	FCGR3A
M3	MPPED1	NEURL1B
M3	MPPED1	TXNRD3
M3	MPPED1	CLOCK
M3	MPPED1	DNAAF1
M3	MPPED1	NSDHL
M3	MPPED1	KTI12
M3	MPPED1	PLCB2
M3	MPPED1	LRCH1
M3	MPPED1	CDC42BPB
M3	MPPED1	DDX27
M3	MPPED1	SNX7
M3	MPPED1	WRB
M3	MPPED1	FAM136A
M3	MPPED1	ASRGL1
M3	MPPED1	SORBS3
M3	MPPED1	CPEB3
M3	MPPED1	SPA17
M3	MPPED1	HSPBP1
M3	MPPED1	MANEA
M3	MPPED1	BNC2
M3	MPPED1	PHF12
M3	MPPED1	ROR1
M3	MPPED1	KRT85
M3	MPPED1	NOL3
M3	MPPED1	TMEM5
M3	MPPED1	GALNT14
M3	MPPED1	ACKR2
M3	MPPED1	PAQR7
M3	MPPED1	RPL7
M3	MPPED1	FAT3
M3	MPPED1	SRPRB
M3	MPPED1	B3GALT2
M3	MPPED1	TM4SF4
M3	MPPED1	MDFI
M3	MPPED1	IFT52
M3	MPPED1	TRAPPC6B
M3	MPPED1	MAGEE1
M3	MPPED1	EIF4G1
M3	MPPED1	EI24
M3	MPPED1	KRT35
M3	MPPED1	VCPKMT
M3	MPPED1	NDUFB8
M3	MPPED1	RP9
M3	MPPED1	HDAC11
M3	MPPED1	TLE2
M3	MPPED1	STXBP6
M3	MPPED1	LETM1
M3	MPPED1	BCAS3
M3	MPPED1	RHOXF2
M3	MPPED1	GJA9
M3	MPPED1	C9orf9
M3	MPPED1	SACM1L
M3	MPPED1	ZNF839
M3	MPPED1	C14orf159
M3	MPPED1	ERMN
M3	MPPED1	ALDH1B1
M3	MPPED1	MRAP2
M3	MPPED1	WDR17
M3	MPPED1	ZNF256
M3	MPPED1	NKX6-2
M3	MPPED1	KDM1B
M3	MPPED1	PLLP
M3	MPPED1	SGCD
M3	MPPED1	PHLPP1
M3	MPPED1	THNSL2
M3	MPPED1	TMEM175
M3	MPPED1	FAR2
M3	MPPED1	P2RX4
M3	MPPED1	SPAG6
M3	MPPED1	IFNA2
M3	MPPED1	COL8A1
M3	MPPED1	SLFN11
M3	MPPED1	FMNL1
M3	MPPED1	ODF2
M3	MPPED1	MGMT
M3	MPPED1	PLEKHF2
M3	MPPED1	IL2RA
M3	MPPED1	DMP1
M3	MPPED1	ENTHD2
M3	MPPED1	PRDM1
M3	MPPED1	EDA
M3	MPPED1	ARAF
M3	MPPED1	WDFY1
M3	MPPED1	NSRP1
M3	MPPED1	CXCR2
M3	MPPED1	MCMBP
M3	MPPED1	CDK8
M3	MPPED1	MPZL3
M3	MPPED1	TRPC7
M3	MPPED1	ONECUT1
M3	MPPED1	ZFP1
M3	MPPED1	GLIS2
M3	MPPED1	MBD5
M3	MPPED1	ADTRP
M3	MPPED1	MAS1
M3	MPPED1	SLFN12L
M3	MPPED1	MUCL1
M3	MPPED1	FUCA2
M3	MPPED1	FKBP10
M3	MPPED1	ICT1
M3	MPPED1	TCF19
M3	MPPED1	VASN
M3	MPPED1	MYLK2
M3	MPPED1	SLC25A28
M3	MPPED1	NPAS2
M3	MPPED1	POLR3K
M3	MPPED1	TMOD3
M3	MPPED1	ADCY10
M3	MPPED1	ZNF148
M3	MPPED1	VAC14
M3	MPPED1	PSMG1
M3	MPPED1	ARHGDIB
M3	MPPED1	MXD3
M3	MPPED1	TFEC
M3	MPPED1	ZNF878
M3	MPPED1	PDCL
M3	MPPED1	ALDH3B2
M3	MPPED1	SLC6A5
M3	MPPED1	ABCF1
M3	MPPED1	SRSF7
M3	MPPED1	PLXNB2
M3	MPPED1	TNNT3
M3	MPPED1	USH2A
M3	MPPED1	ZNF253
M3	MPPED1	FAM171A1
M3	MPPED1	SLC14A2
M3	MPPED1	GSTM4
M3	MPPED1	SPRTN
M3	MPPED1	CAMSAP2
M3	MPPED1	SOX5
M3	MPPED1	PAICS
M3	MPPED1	CRYGS
M3	MPPED1	TRIM72
M3	MPPED1	C9orf117
M3	MPPED1	MEPCE
M3	MPPED1	TRIM23
M3	MPPED1	JPH1
M3	MPPED1	NHLH2
M3	MPPED1	ZNF324
M3	MPPED1	SP1
M3	MPPED1	SPP1
M3	MPPED1	ZNF284
M3	MPPED1	IL17B
M3	MPPED1	PADI1
M3	MPPED1	SNRPB
M3	MPPED1	KCNN4
M3	MPPED1	RBBP5
M3	MPPED1	DDX60L
M3	MPPED1	LITAF
M3	MPPED1	MASP1
M3	MPPED1	TOX4
M3	MPPED1	APOL6
M3	MPPED1	VPS4A
M3	MPPED1	GRIN3B
M3	MPPED1	VDAC1
M3	MPPED1	CCL20
M3	MPPED1	TACSTD2
M3	MPPED1	ARSB
M3	MPPED1	DOPEY2
M3	MPPED1	SURF6
M3	MPPED1	DNAJA2
M3	MPPED1	SLC2A14
M3	MPPED1	PPM1L
M3	MPPED1	MXD4
M3	MPPED1	RFPL4A
M3	MPPED1	SV2A
M3	MPPED1	HPCAL1
M3	MPPED1	OSTM1
M3	MPPED1	FGF23
M3	MPPED1	RAC3
M3	MPPED1	CABP5
M3	MPPED1	RPS8
M3	MPPED1	TNKS1BP1
M3	MPPED1	RASGRF2
M3	MPPED1	SPHK2
M3	MPPED1	AFF3
M3	MPPED1	SLC25A51
M3	MPPED1	BBS4
M3	MPPED1	NPW
M3	MPPED1	PTCH2
M3	MPPED1	TUBA1A
M3	MPPED1	NTHL1
M3	MPPED1	LEPROTL1
M3	MPPED1	FBXO32
M3	CASP8	NPTX1
M3	CASP8	SYT4
M3	CASP8	DIRAS2
M3	CASP8	ST6GALNAC5
M3	CASP9	IRS4
M3	CHCHD4	PRDM8
M3	CHCHD4	VWA5B2
M3	CHCHD4	CACNA2D3
M3	KIF15	CACNG3
M3	KIF15	ST6GALNAC5
M3	PTP4A1	RIMBP2
M3	PTP4A1	GRM7
M3	PTP4A1	NPTX1
M3	PTP4A1	DLGAP3
M3	PTP4A1	ICAM5
M3	PTP4A1	RSPO4
M3	PTP4A1	SYT2
M3	PTP4A1	GNG3
M3	PTP4A1	SST
M3	PTP4A1	GDF6
M3	PTP4A1	ASIC2
M3	PTP4A1	LIN28B
M3	PTP4A1	SYT4
M3	PTP4A1	GRIN2B
M3	PTP4A1	CAMSAP3
M3	PTP4A1	KCNA1
M3	PTP4A1	SYT1
M3	PTP4A1	CELF4
M3	PTP4A1	DIRAS2
M3	PTP4A1	IRS4
M3	PTP4A1	PRKCG
M3	PTP4A1	JAKMIP1
M3	PTP4A1	SH3GL2
M3	PTP4A1	PRDM8
M3	PTP4A1	SPESP1
M3	PTP4A1	ADRA2C
M3	PTP4A1	CDK5R2
M3	PTP4A1	FGF9
M3	PTP4A1	KIRREL3
M3	PTP4A1	PCDHA1
M3	PTP4A1	PCDHA6
M3	PTP4A1	SPHKAP
M3	PTP4A1	CPNE7
M3	PTP4A1	CKMT1A
M3	PTP4A1	CAMK1G
M3	PTP4A1	VWA5B2
M3	PTP4A1	CDKL2
M3	PTP4A1	CHGB
M3	PTP4A1	CACNG3
M3	PTP4A1	ST6GALNAC5
M3	PTP4A1	DOC2B
M3	PTP4A1	CRB1
M3	PTP4A1	SEZ6
M3	PTP4A1	C11orf87
M3	PTP4A1	ATP2B3
M3	PTP4A1	NAP1L2
M3	PTP4A1	SLC32A1
M3	PTP4A1	CACNA2D3
M3	PTP4A1	ZNF385B
M3	PTP4A1	FGF5
M3	PTP4A1	TCERG1L
M3	PTP4A1	MYT1L
M3	PTP4A1	CALY
M3	PTP4A1	SLC17A7
M3	PTP4A1	PDE1A
M3	PTP4A1	VSTM2L
M3	PTP4A1	GLRA2
M3	PTP4A1	SPRN
M3	PTP4A1	CHD5
M3	PTP4A1	PENK
M3	PTP4A1	CAMKV
M3	PTP4A1	SRRM4
M3	PTP4A1	SHANK1
M3	PTP4A1	CBLN2
M3	PTP4A1	PACSIN1
M3	PTP4A1	CNGA3
M3	PTP4A1	CYP26B1
M3	RPN2	RGS8
M3	TGFBRAP1	NAP1L2
M3	RIMBP2	PPP3CB
M3	RIMBP2	ASXL2
M3	RIMBP2	GCGR
M3	RIMBP2	PNPLA2
M3	RIMBP2	RELA
M3	RIMBP2	SLC7A7
M3	RIMBP2	UAP1
M3	RIMBP2	RRP1B
M3	RIMBP2	FANCA
M3	RIMBP2	ASH2L
M3	RIMBP2	GOLGA7
M3	RIMBP2	MAGEA4
M3	RIMBP2	MRPS12
M3	RIMBP2	SYNM
M3	RIMBP2	HIGD1B
M3	RIMBP2	GDI2
M3	RIMBP2	MYB
M3	RIMBP2	IWS1
M3	RIMBP2	PRMT5
M3	SRP68	CALY
M3	SRP68	SLC17A7
M3	FBXO21	TBX5
M3	SLC9A1	CALY
M3	CCM2	CDKL2
M3	NME1	NGEF
M3	IFNAR1	CALY
M3	UBASH3A	GABRA5
M3	MATK	CHGB
M3	MATK	PDE1A
M3	TBC1D4	CALY
M3	HRK	VPS11
M3	HRK	DES
M3	HRK	ZADH2
M3	HRK	RAPGEF3
M3	HRK	SCAMP3
M3	HRK	GALNT6
M3	HRK	C8B
M3	HRK	IFT88
M3	HRK	TXNDC17
M3	HRK	HIC2
M3	ARL4A	ATP2B3
M3	ARL4A	TCERG1L
M3	LDHD	ASIC2
M3	GMPS	CKMT1A
M3	DEF6	CKMT1A
M3	CHRNE	CKMT1A
M3	MED9	CKMT1A
M3	MRPS24	CKMT1A
M3	CPSF6	SEZ6
M3	RQCD1	DLGAP3
M3	PIK3CB	CKMT1A
M3	RANBP1	CACNA2D3
M3	LMO7	CACNA2D3
M3	LMO7	GLRA2
M3	PSMB7	CKMT1A
M3	PIM2	GDF6
M3	PIM2	CAMSAP3
M3	CNOT2	CKMT1A
M3	PRKAB2	NPTX1
M3	PRKAB2	PNOC
M3	PRKAB2	CBLN1
M3	PRKAB2	ELAVL2
M3	PRKAB2	ST6GALNAC5
M3	PRKAB2	CACNA2D3
M3	SIPA1L3	NPTX1
M3	SIPA1L3	CACNG3
M3	SIPA1L3	ST6GALNAC5
M3	SIPA1L3	CACNA2D3
M3	RINT1	CACNG3
M3	TAF13	PRDM8
M3	LBH	PRDM8
M3	LBH	SEZ6
M3	NLK	CAMSAP3
M3	NLK	PRDM8
M3	FBN1	NAP1L2
M3	NRARP	SYT2
M3	NRARP	DRD1
M3	NRARP	PCDHA6
M3	NRARP	NAP1L2
M3	NFE2L2	IRS4
M3	NCBP2	ASIC2
M3	NCBP2	ST6GALNAC5
M3	NEIL1	CALY
M3	NEIL1	CAMKV
M3	ITGB3	SYT1
M3	BHLHB9	ST6GALNAC5
M3	BHLHB9	DOC2B
M3	BHLHB9	CALY
M3	BHLHB9	TAGLN3
M3	RAB5B	SYT4
M3	RAB5B	CAMK1G
M3	RAB5B	CACNG3
M3	RAB5B	ATP2B3
M3	RAB5B	NAP1L2
M3	RAB5B	TAGLN3
M3	RAB5B	CACNA1I
M3	EBP	SLC17A7
M3	KLF2	ATP1A3
M3	SH3BGRL	CUX2
M3	CHGA	YES1
M3	CHGA	CDKN1A
M3	CHGA	ZNF219
M3	CHGA	SEMA3F
M3	CHGA	FAM168A
M3	CHGA	CBX3
M3	CHGA	RPL15
M3	CHGA	PDCD11
M3	CHGA	TPK1
M3	CHGA	ZNF415
M3	CHGA	PEX14
M3	MLPH	RSPO4
M3	IFIT3	DRD1
M3	SEMA4B	RSPO4
M3	NR1D2	TBX5
M3	GCGR	TCEAL6
M3	PI4K2A	ATP1A3
M3	RBMS1	FGF9
M3	RBMS1	NGEF
M3	PNPLA2	SYT2
M3	MIEF2	CBLN1
M3	C1orf109	GLRA2
M3	FBXO38	CAMSAP3
M3	FBXO38	PCDHA6
M3	FBXO38	VWA5B2
M3	FBXO38	PENK
M3	KPNA5	SST
M3	NUP43	CDKL2
M3	GRM7	KCNIP4
M3	GRM7	H3F3A
M3	GRM7	LIN37
M3	GRM7	MEGF8
M3	GRM7	PRPF4
M3	GRM7	ZNF274
M3	GRM7	CD82
M3	GRM7	CES1
M3	GRM7	MAPKAP1
M3	GRM7	RBP2
M3	GRM7	TGFB2
M3	GRM7	LRIG1
M3	GRM7	NFATC1
M3	GRM7	ZBTB17
M3	GRM7	MIA2
M3	GRM7	PLA2G7
M3	GRM7	METTL20
M3	GRM7	APOBEC3F
M3	GRM7	TESC
M3	GRM7	NMRAL1
M3	GRM7	ASIC1
M3	GRM7	CYP4F11
M3	GRM7	PCDHA11
M3	GRM7	NHP2
M3	GRM7	ZNF335
M3	GRM7	EIF3M
M3	GRM7	TRAIP
M3	GRM7	APOA1BP
M3	GRM7	SCAND1
M3	GRM7	LRRIQ3
M3	GRM7	NOP56
M3	GRM7	TUSC3
M3	GRM7	TCF19
M3	GRM7	MXD3
M3	GRM7	IFITM2
M3	GRM7	AP5S1
M3	GRM7	ODC1
M3	GRM7	IL1RAPL1
M3	GRM7	CD84
M3	GRM7	PABPN1L
M3	GRM7	ITPR2
M3	GRM7	SHMT2
M3	GRM7	APOC3
M3	GRM7	GSK3A
M3	GRM7	SKP1
M3	GRM7	ANKRD53
M3	GRM7	SLC22A4
M3	GRM7	KLC3
M3	GRM7	CLDN11
M3	GRM7	URM1
M3	GRM7	RAVER2
M3	GRM7	PHLDA2
M3	GRM7	TNK2
M3	GRM7	CIAPIN1
M3	GRM7	CPB2
M3	GRM7	ITGB5
M3	GRM7	PDZD11
M3	GRM7	CCDC144A
M3	GRM7	ASH1L
M3	GRM7	PLD5
M3	GRM7	RARB
M3	GRM7	OGFOD1
M3	GRM7	SLC2A4RG
M3	GRM7	NUP153
M3	GRM7	E2F1
M3	GRM7	FHIT
M3	GRM7	RIPK3
M3	GRM7	CRAT
M3	GRM7	NKX2-1
M3	GRM7	USP7
M3	GRM7	PDE6D
M3	GRM7	GPR37
M3	GRM7	SLC36A1
M3	GRM7	MUC1
M3	GRM7	TLR2
M3	GRM7	ZCCHC4
M3	GRM7	MT1H
M3	GRM7	ZFAND2B
M3	GRM7	VSIG4
M3	GRM7	ZNF646
M3	GRM7	RNGTT
M3	GRM7	PDE6G
M3	GRM7	METTL9
M3	GRM7	PLEKHJ1
M3	GRM7	PRKG2
M3	GRM7	DCP1A
M3	GRM7	RBM17
M3	GRM7	SHPK
M3	GRM7	VMAC
M3	GRM7	CARD9
M3	GRM7	CYP11B2
M3	GRM7	FKBP2
M3	GRM7	FOXS1
M3	GRM7	VAMP7
M3	GRM7	FKBP4
M3	GRM7	HIST1H3B
M3	GRM7	MID1IP1
M3	GRM7	MERTK
M3	GRM7	SYVN1
M3	GRM7	ERBB2IP
M3	GRM7	PEX5
M3	GRM7	TCEB2
M3	GRM7	THEM4
M3	GRM7	SLC17A1
M3	GRM7	CMIP
M3	GRM7	RASSF9
M3	GRM7	WAC
M3	GRM7	GOLGA3
M3	GRM7	RHEBL1
M3	GRM7	ZNF117
M3	GRM7	ORC2
M3	GRM7	ANAPC10
M3	GRM7	MCTS1
M3	GRM7	TAF1B
M3	GRM7	UBE2L3
M3	KRAS	C11orf87
M3	MAGEA2B	JAKMIP1
M3	MAGEA2B	RBFOX3
M3	DR1	PPP4R4
M3	DR1	CDKL2
M3	PDLIM5	TBX5
M3	PDLIM5	CBLN1
M3	MYO18B	CAMSAP3
M3	ELOVL5	DLGAP2
M3	FLT4	CDKL2
M3	WDHD1	DOC2B
M3	WDHD1	PENK
M3	CXCR1	JAKMIP1
M3	C6orf15	ATP1A3
M3	TRO	ASIC2
M3	TRO	ADRA2C
M3	TRO	CHGB
M3	PARL	SST
M3	PARL	PCDHA6
M3	PARL	CHGB
M3	CSPG4	NPTX1
M3	CSPG4	GABRB2
M3	CSPG4	IRS4
M3	CSPG4	ST6GALNAC5
M3	CSPG4	ATP2B3
M3	CSPG4	CACNA2D3
M3	CSPG4	SLC17A7
M3	NOTCH1	NAP1L2
M3	NPTX1	SLAIN2
M3	NPTX1	INTS9
M3	NPTX1	REG1A
M3	NPTX1	F11R
M3	NPTX1	GDNF
M3	NPTX1	DPF1
M3	NPTX1	CYP11A1
M3	NPTX1	RAB13
M3	NPTX1	CD2AP
M3	NPTX1	C2
M3	NPTX1	GZMM
M3	NPTX1	FASLG
M3	NPTX1	DGCR14
M3	NPTX1	ARL13A
M3	NPTX1	BAIAP2L1
M3	NPTX1	RXFP1
M3	NPTX1	GBP1
M3	NPTX1	RIOK3
M3	NPTX1	FIS1
M3	NPTX1	SH3GLB1
M3	NPTX1	DEFB103A
M3	NPTX1	EXOC2
M3	NPTX1	C4orf32
M3	NPTX1	MRPL42
M3	NPTX1	NACC2
M3	NPTX1	GNGT1
M3	DLGAP3	DTX3
M3	DLGAP3	PTPRE
M3	DLGAP3	JDP2
